0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,label
26.041996,0.045598935,25.15744,26.001541,27.106773,1.9493332,49.183037,45.53944,20.797617,9.037811,0.20147784,0.54482913,0.11513413,0.12966673,0.309202,0.19406787,2.2546968,1.3493196,2.1453128,1.2375222,0.055074092,0.66780365,27.87407,0.3270589,-2.317092,-3.0225642,15.3483715,0.535036,-7.4941278,-0.95133054,0.018941568,0.7466718,1.1002339,0.8049227,5.286955,0.31560308,3.242373,1.0334908,27.235023,0.23584701,565.4052,0.35966465,1434.4816,0.18758671,-148.13628,-0.5656996,1601.1952,0.15576673,1098.6111,0.19973637,-150.91113,-0.51737064,2646.6519,0.11457792,1047.2695,0.28365102,-152.6637,-0.49299148,-15.7603855,-0.27571407,25.348145,0.19688013,0.014063124,1.2106087,-0.015453284,-0.8212969,0.09170942,0.3554927,36.411884,0.16698526,3.2521207,1.9713656,13.919409,0.91292304,-5.584859,-1.8066947,-10.721529,20.250275,-0.01098727,0.00084157614,0.04173212,2.9411767,1.5706806,0.16666666,0.08406346,0.404,0.6404405,-38.5103,3
32.8968,0.065211035,31.059433,32.377552,34.070866,3.0114326,126.96426,177.32286,19.190031,3.355706,0.15256482,0.71954405,0.09164601,0.09929773,0.19607182,0.10442581,2.656167,1.6190019,2.354911,2.1983562,0.04678039,1.0088819,30.851456,0.20762274,0.18914664,36.017994,14.070621,0.39974082,-6.1077943,-1.1121491,0.016644822,1.0178195,1.188742,0.7088007,7.8473454,0.33827096,0.4195292,14.543294,22.631805,0.36826202,551.8565,0.23257202,1370.0944,0.12831876,-155.65173,-0.5122668,1626.5499,0.0908637,992.1375,0.27300704,-156.60474,-0.4843648,2701.4478,0.08725355,1003.8631,0.36643952,-158.86023,-0.45373872,-17.12942,-0.35078186,26.707495,0.2724711,0.012479888,1.9002559,-0.018561117,-0.55688775,0.09734937,0.74098986,38.986595,0.1124498,-1.8407439,-6.237887,17.942316,0.4382261,-0.5817142,-13.492459,-15.177832,26.096739,-0.012375407,-0.0029147414,0.030626023,1.4010508,0.8833923,0.26999998,0.16161683,0.7,0.7567695,-38.19632,3
31.895832,0.046171684,30.350393,31.749756,33.307034,2.9566402,60.37784,83.4989,14.348603,5.6125093,0.16504467,0.7522401,0.091107175,0.098334715,0.23015529,0.13904811,2.512377,2.5316522,1.8523436,1.1876824,0.04554325,0.8658189,29.529694,0.20708811,-0.71015906,-9.600682,16.162445,0.56374514,-6.3728104,-1.0429484,0.014347851,0.8794592,0.95639473,0.54878736,7.497875,0.29246652,4.368237,1.2623147,20.753078,0.29902056,580.4912,0.2733871,1374.6287,0.126165,-152.93541,-0.53356534,1666.6248,0.094957665,994.9916,0.34548378,-155.27728,-0.4950783,2673.3303,0.07902867,994.99304,0.2712327,-156.69046,-0.4756016,-14.349355,-0.34207922,22.401478,0.27770743,0.02120637,0.98292935,-0.015611592,-0.6676358,0.09770071,0.46295276,35.93446,0.1781718,-4.6965694,-2.3208907,24.564411,0.56589663,-3.3326557,-2.5696945,-14.065539,23.998886,-0.0057523297,-0.0020327324,0.028420947,1.7730497,1.0733453,0.225,0.26587903,0.5871428,0.69987166,-38.415874,2
31.144289,0.07867842,29.427618,30.008785,33.98822,4.560602,39.7982,41.12835,28.21719,2.479205,0.1432056,0.6096192,0.09347894,0.10417169,0.17032796,0.07684902,2.2656841,1.8366269,1.8224739,1.7664299,0.03878966,1.0528934,30.041245,0.20456493,0.57597566,9.90522,15.374162,0.43127626,-9.153611,-0.7433368,0.020422505,0.79269415,1.1081296,0.72043556,7.5111017,0.2721735,4.7279644,1.983055,27.132017,0.20468752,543.4864,0.35576567,1369.4219,0.1513987,-158.1457,-0.49098083,1636.6744,0.12849122,991.9289,0.22609526,-160.39195,-0.45002434,2733.5515,0.08557286,1041.1239,0.33804494,-162.2285,-0.42440653,-18.733458,-0.23617671,29.22401,0.18284887,0.021791786,1.2961705,-0.0118145915,-0.63953024,0.07556155,0.7177426,37.409836,0.14785483,2.7126489,2.8239422,22.800867,0.32606632,-4.9147444,-1.9582658,-13.64685,23.315273,-0.0008960491,-0.00329037,0.028141776,2.0869565,1.2280703,0.17714284,0.26531458,0.53875,0.7292879,-39.2515,3
32.76393,0.18421291,32.253857,34.259136,37.261337,5.0074806,24.017572,0.0,-193.61295,0.0,0.1531984,0.7701191,0.09285446,0.10328799,0.13823806,0.045383595,2.2136445,2.796836,1.3007108,0.7515051,0.040805966,1.0747366,28.799063,0.18899767,-1.5477352,-3.136507,13.086303,0.40461817,-9.36512,-0.60856146,0.024526114,0.626172,0.93137807,0.50226426,8.2660265,0.5435827,1.5770305,5.2384233,24.564125,0.31777048,754.6118,0.2384797,1286.2461,0.13033281,-175.92094,-0.3519884,1774.1385,0.09113025,981.0323,0.18905477,-176.1159,-0.33927596,2897.8718,0.07096061,996.748,0.21422142,-177.71082,-0.31481203,-16.612484,-0.37520498,29.50883,0.33577392,0.017972233,0.7487432,-0.016579134,-0.82613856,0.1286678,0.24804705,36.414536,0.16781701,-2.9403734,-2.6628962,16.083683,0.6321069,-10.064329,-1.0650568,-12.6489105,22.173494,-0.0014181436,-0.0021461986,0.027439,1.5686275,0.8,0.16499999,0.125,0.70666665,0.52854097,-36.205997,3
31.800186,0.0871185,29.555033,30.365995,35.168766,5.6137333,115.370094,117.55909,13.369921,3.619425,0.20354417,0.8212005,0.09366528,0.12009534,0.29461187,0.2009466,4.5065103,2.8851323,2.9074614,1.6674422,0.059625436,1.0951275,30.143055,0.2155005,0.51515573,12.583732,19.551579,0.6158153,-9.10456,-0.8116453,0.018527662,0.87625843,1.243087,0.64223605,7.5070157,0.34130043,6.584827,1.5664093,25.211105,0.24245772,532.39197,0.28031325,1359.6791,0.12201422,-126.24167,-0.7285023,1649.8275,0.10669273,932.34937,0.2822623,-130.11768,-0.6541536,2705.9536,0.079539135,1087.1637,0.39434123,-132.16643,-0.62558234,-15.984403,-0.24570343,24.210245,0.2850792,0.033695832,0.6909176,-0.015323012,-0.6119148,0.109903544,0.7008515,35.30717,0.18321873,-0.12123246,-62.726498,28.70047,0.49161264,-10.324199,-0.9174964,-13.599705,22.45724,-0.0028011568,-0.0021638726,0.027181666,2.1428573,1.4457831,0.265,0.21344398,0.482,0.5492686,-34.258068,2
26.481781,0.16932946,23.57737,25.121063,27.240448,3.6630783,140.45427,110.72551,75.849976,121.92822,0.25672033,0.59225607,0.11600668,0.2184514,0.38058096,0.2645743,1.8672222,1.1484349,1.2248747,0.81835216,0.074689336,0.868476,32.41287,0.23576899,-4.86319,-2.4522474,15.838749,0.66325676,-7.770548,-0.81751025,0.016595183,0.86507833,1.0546468,0.60148185,4.6522465,0.46025333,3.90287,1.351152,27.571741,0.311078,554.0722,0.3263694,1412.411,0.13349803,-106.541145,-0.879689,1593.2688,0.13727102,1107.245,0.19180286,-111.32149,-0.78401774,2653.871,0.11679085,1148.2852,0.22364122,-115.565186,-0.7188604,-14.766174,-0.38680917,25.132114,0.20223947,0.014220296,1.1259555,-0.012714921,-0.8061271,0.08359135,0.6388839,37.492302,0.13132808,-1.6806264,-7.2459254,15.155309,0.8324611,-5.979203,-1.1493409,-10.693873,19.855389,0.0013499135,-0.0036804283,0.064344496,2.8397567,2.469136,0.18916665,0.22054696,0.19583334,0.25872952,-36.63018,3
31.639538,0.058738414,30.063633,31.457233,32.672894,2.6092606,58.285206,45.06402,2.8575032,17.844967,0.17382242,0.5813163,0.09788552,0.12097737,0.25225848,0.15437296,2.3642588,1.4428762,2.2497296,1.4495256,0.044574264,0.88032615,24.385542,0.44031325,-0.88443184,-7.9184294,18.871872,0.64053345,-9.7525835,-0.9118912,0.026375262,0.82502544,1.2590437,0.5772428,6.1767917,0.4375998,3.6089218,1.539552,21.408478,0.20424546,538.814,0.2761781,1387.6583,0.12732323,-170.92928,-0.39184225,1614.8782,0.1243777,1109.339,0.5147222,-171.01746,-0.3781097,2655.2673,0.08956578,934.03467,0.34727612,-172.1145,-0.36170354,-13.005901,-0.4233607,20.559786,0.34253848,0.01687775,0.86247647,-0.014399998,-0.5253869,0.10288317,0.47454834,34.139797,0.2034857,-4.697053,-2.0355148,34.50922,0.44019175,-13.33912,-1.0942466,-10.595515,19.007652,-0.0036454957,-0.0012822289,0.033309788,2.5839794,1.0471205,0.14999999,0.09669539,0.626,0.66316205,-40.391064,3
30.526293,0.032122903,29.711422,30.320362,31.357832,1.64641,106.92123,124.11649,13.591823,7.4729295,0.13366356,0.5030926,0.089134365,0.09597735,0.17756242,0.08842805,1.5020807,1.6935865,1.2539029,0.8682776,0.032839738,0.86804587,25.12244,0.27548212,0.9594493,7.680119,15.78194,0.43543118,-7.7830567,-0.7390763,0.03526432,0.7807723,1.4065374,0.6457058,6.4427533,0.3227685,0.7458976,5.0333543,20.345514,0.25303152,666.66785,0.36702916,1412.7928,0.1536663,-179.8622,-0.30893126,1746.9435,0.15170118,1141.6492,0.3038805,-181.16782,-0.28777137,2716.743,0.10903887,1062.5153,0.22477973,-181.4239,-0.2839561,-16.859835,-0.28629097,23.2812,0.3082148,0.008646971,2.4415307,-0.011933513,-0.9727757,0.080159955,0.48708653,31.636494,0.18238272,4.6393213,1.8005418,26.690397,0.38585946,-3.7035983,-1.8402908,-11.883036,21.339169,-0.0046214615,0.00019658427,0.02715627,2.1226416,1.1933174,0.086,0.060860496,0.6083333,0.79358715,-44.031773,3
23.210806,0.031511232,22.74331,23.08358,23.644457,0.90114594,48.210648,35.904716,14.558998,13.347307,0.14933702,0.3918083,0.11066479,0.116320364,0.19414592,0.083481126,1.2789629,0.9081088,1.1512412,0.8202962,0.035303485,0.5386522,25.098265,0.33384398,-3.4067347,-2.1804721,18.149895,0.39846548,-9.507079,-0.66540897,0.025059205,1.0219754,1.3310895,0.5092549,3.6293347,0.32814553,6.1416287,0.5273849,27.012499,0.19261338,506.22208,0.27967998,1423.041,0.18081948,-173.50346,-0.37046385,1519.1243,0.10825352,1136.1127,0.23351091,-174.86652,-0.3464819,2514.791,0.08649594,957.3372,0.1513857,-175.57182,-0.33496222,-16.657915,-0.19508097,24.352413,0.17058755,0.0015484055,10.545635,-0.010918938,-0.9433754,0.06747239,0.299951,33.77386,0.16366433,2.8203473,3.035512,23.845633,0.52954715,-8.049697,-0.9677738,-10.082637,18.301317,-0.009951372,0.00040030564,0.030236617,2.4590166,1.3850416,0.094,0.074993335,0.505,0.56588423,-44.37423,3
32.796345,0.03614149,32.015263,32.96073,34.107384,2.0921211,19.998617,7.149095,13.23558,5.982141,0.13226339,0.5508502,0.08820954,0.094643496,0.16238852,0.07417898,1.5270392,1.4543655,1.400767,0.7799216,0.036358032,0.8188784,29.208612,0.2002457,3.9479313,1.913693,17.412489,0.57241356,-8.515944,-0.6829084,0.02075015,0.7464242,1.1535196,0.63024217,8.391675,0.29326412,11.97598,0.74809265,26.938295,0.268359,640.67523,0.30676174,1468.586,0.12366689,-156.62994,-0.48733205,1727.5753,0.10445145,1221.2706,0.32353145,-153.74394,-0.47730213,2810.9229,0.08536279,954.1503,0.39908266,-154.74005,-0.4632694,-21.747114,-0.26479203,31.062275,0.18523598,0.0031488326,4.678669,-0.0098644085,-0.78235364,0.071881786,0.46529904,35.458054,0.081479825,10.621762,0.9998019,27.525898,0.4483012,-6.405864,-1.413432,-13.674199,24.325684,-0.0086153485,-0.001615084,0.02281678,1.6556292,1.010101,0.27333334,0.11953614,0.69,0.46568945,-38.72289,3
25.593048,0.037507065,24.972034,25.29856,26.373753,1.4017181,135.89941,102.30337,13.493135,7.5199885,0.12930523,0.2679319,0.10975077,0.11332627,0.14760871,0.037857942,0.97788906,0.6175012,0.90780526,0.50101274,0.02920988,0.4521985,27.764023,0.16539483,-4.5525093,-1.1461184,16.692656,0.29860806,-7.7324963,-0.7131818,0.022012843,0.7755153,1.2082659,0.5472549,5.0585146,0.35100377,6.4309287,0.49641475,26.84177,0.14377517,543.0577,0.29132986,1412.2147,0.10602037,-167.53761,-0.4230565,1564.977,0.101597115,1207.3539,0.3175479,-170.03214,-0.38565722,2577.2844,0.09332878,1070.321,0.15897186,-171.04799,-0.3706841,-18.226507,-0.11354745,26.76138,0.08792787,-0.0015012475,-9.301456,-0.011602019,-0.6662586,0.049915783,0.30439752,36.00336,0.08613035,4.7440386,0.6253399,20.847538,0.41128492,-1.6016344,-4.344252,-10.96162,19.880875,-0.009187144,0.0014798933,0.024894219,1.6666667,0.72289157,0.23333333,0.14636332,0.84499997,0.6688236,-45.43748,3
33.87562,0.062228344,32.372158,33.54076,35.73226,3.3601036,24.80279,4.1701074,21.449295,9.420338,0.16688141,0.97129387,0.09195062,0.09648112,0.19022352,0.0982729,4.3212795,2.5937421,3.99494,1.909036,0.051291898,1.5353864,28.346294,0.1587222,-2.8524005,-2.0743475,16.47472,0.51769215,-9.04763,-0.58516926,0.02279565,1.3266286,1.2403994,0.85991645,8.378667,0.27116445,10.945916,0.98716354,22.647234,0.4344489,492.1081,0.28337586,1356.6323,0.1496253,-171.52753,-0.40025362,1612.5327,0.09782782,878.92444,0.25201666,-171.21416,-0.3834987,2622.09,0.0692332,998.7546,0.29232192,-171.79742,-0.37467194,-14.753265,-0.35721374,22.171692,0.30837917,0.037138257,0.7193387,-0.014208704,-0.6752696,0.18175174,0.65623087,33.613884,0.15902364,-4.828943,-2.221627,30.052864,0.3819531,-8.681068,-1.181086,-12.53662,21.856205,-0.0026804004,-0.0017719687,0.025979994,1.309329,0.660066,0.24,0.11113055,1.002,1.1216309,-35.13682,3
25.005348,0.17942373,20.681831,28.370922,28.443605,7.761774,284.8527,0.0,-97.91924,0.0,0.11874436,0.14724775,0.11036622,0.11433694,0.11930273,0.0089365095,0.22147006,0.3445978,0.09325444,0.13908622,0.024689991,0.37515146,25.61214,0.1036446,-5.039572,-0.82132,16.551569,0.27824682,-9.2853985,-0.43624973,0.114429004,0.976391,1.4543353,0.52897537,4.6747103,0.46546158,7.3150835,0.5412771,25.99063,0.16802168,422.68912,0.35420552,1343.7646,0.1261245,-191.72931,-0.20897195,1488.8956,0.058889277,1056.0591,0.16083442,-191.94075,-0.19726676,2468.5134,0.046314828,965.1178,0.18749017,-192.06912,-0.19452041,-17.76051,-0.0915442,25.028748,0.04411531,0.00609292,0.9396996,-0.008651648,-0.52239305,0.050290518,0.46669087,30.50668,0.041868594,7.3853054,0.6509217,33.14706,0.1409038,-8.4621525,-0.70280564,-10.935273,21.028433,-0.008249326,0.0018920562,0.023402981,2.8125002,0.31746033,0.14999999,0.0,1.485,0.315,-49.142345,3
37.894222,0.098434925,35.11148,39.02568,40.338394,5.2269135,219.21815,207.92897,26.383362,12.851532,0.184527,0.7337192,0.09788898,0.11849753,0.25465876,0.15676978,1.8815866,1.0324374,2.2574904,1.4486864,0.047205955,0.9514185,24.481707,0.2906288,-2.2404928,-3.9072556,18.036318,0.54682946,-8.600043,-0.8859545,0.012828129,0.8282297,1.034311,0.82600975,10.48294,0.26225927,12.876253,0.6536229,18.256695,0.56597304,715.6909,0.3464446,1370.102,0.158201,-171.59479,-0.3804582,1752.2836,0.09975224,1032.4156,0.4362778,-166.15887,-0.40997076,2768.3438,0.088234395,1004.1662,0.45953643,-166.63553,-0.4035776,-15.699023,-0.45045847,23.263866,0.3844218,0.022978147,0.52396464,-0.014288351,-0.594728,0.10829685,0.48135078,27.749973,0.26989046,-1.895895,-6.348,30.544376,0.38120785,-12.467271,-0.96182185,-10.705242,19.891369,-0.0012726472,-0.00048023928,0.032377206,1.894452,0.9536785,0.19857143,0.10329272,0.72499996,0.8454141,-36.89173,3
25.978521,0.07316148,24.111645,26.184921,27.00083,2.889185,82.34587,63.9233,17.756273,8.122812,0.19876234,0.49428698,0.11611125,0.16476415,0.27850592,0.16239467,2.0047863,1.2962953,1.8913478,1.2020096,0.05430906,0.6704016,28.240284,0.34315932,0.24380063,29.883898,18.983976,0.42206872,-5.3176093,-1.151927,0.020313246,0.9752816,1.1321057,0.5529275,4.959198,0.3996347,4.4164095,1.038393,26.936714,0.2048353,457.46915,0.2947466,1363.3566,0.15694791,-131.52698,-0.6867858,1464.6456,0.089272164,1075.8538,0.24161185,-136.4648,-0.61154044,2488.7117,0.060793813,997.15234,0.39456448,-138.97,-0.5764485,-17.12539,-0.21717855,26.185234,0.23834327,0.012908944,1.1947482,-0.012372455,-0.9279314,0.08589595,0.47715878,36.499672,0.16670513,2.4309766,2.9679952,20.098772,0.47546062,-5.787129,-1.3398207,-11.343167,20.53054,-0.0071170926,0.0015173417,0.037801158,3.640257,2.1645021,0.154,0.14540976,0.26090908,0.2813104,-38.595486,2
