0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,label
37.039505,0.043355025,35.528027,36.891544,39.031944,3.5039177,23.442251,0.0,4.8591046,5.7157464,0.17475478,0.5666734,0.115473434,0.13411678,0.21735129,0.10187785,2.985846,2.2932625,1.0085584,0.9899595,0.04285874,0.94754714,20.329235,0.28575906,0.4212563,15.379261,19.30855,0.5171193,-11.307023,-0.77638716,0.016143808,0.85074544,0.8614226,0.65842795,10.575001,0.18058634,16.120094,0.3167811,19.802032,0.30443335,684.42804,0.34403622,1319.9243,0.11027133,-172.43451,-0.3707806,1851.4594,0.11382465,775.8548,0.3295783,-171.54765,-0.35957262,2866.994,0.06427288,954.8766,0.20309769,-170.84256,-0.3703217,-17.27091,-0.33467683,22.7737,0.32164413,0.030473074,0.43765256,-0.007037158,-1.4970425,0.10983988,0.4715529,25.064209,0.29408255,7.0150967,1.0091658,34.361923,0.32315394,-14.627365,-1.0472397,-9.5041065,17.562073,-0.0015850775,0.0020054763,0.02997416,2.5906737,1.0638298,0.155,0.13499999,0.50666666,0.34778666,-37.74199,2
33.76597,0.028573284,32.79412,33.964375,34.71921,1.9250908,0.0,0.0,-0.25187474,0.0,0.2001285,1.1674945,0.09435074,0.10427711,0.17889962,0.084548876,0.73076016,0.5177125,1.8902779,0.0,0.07018566,1.709022,24.994598,0.1947437,-5.6808777,-1.9653984,15.294631,0.43182752,-9.563592,-0.67943484,0.020831794,0.7022962,1.2774944,0.36977005,4.5949793,0.7936371,10.403325,1.2242535,25.851072,0.5711131,597.91064,0.14595447,1614.6698,0.21338923,-184.34654,-0.28579587,1686.1697,0.08673814,1100.5083,0.33025962,-185.71304,-0.2614636,2583.805,0.082790375,1136.8009,0.25698882,-186.04045,-0.25552034,-14.73812,-0.4984218,19.514263,0.47281918,0.0389782,0.731552,-0.012818034,-0.9841988,0.30455008,0.48690796,27.537525,0.15330768,-4.9226055,-3.2871194,32.382973,0.2605982,-17.750706,-0.31394652,-9.707922,19.761467,0.00018893107,0.0022164602,0.051167484,0.729927,0.7575758,0.099999994,0.0,0.59499997,0.065,-35.053116,2
33.93002,0.08002587,31.300814,32.69867,37.084625,5.7838116,34.955708,0.0,3.8620734,6.02105,0.17810754,0.9369809,0.09052323,0.103455275,0.21995223,0.129429,2.0268202,2.26994,2.767163,2.2171943,0.049587253,1.3439839,26.850779,0.3143426,-3.657801,-1.8678896,14.143711,0.5971323,-13.042281,-0.5405197,0.021511473,0.9502744,1.1994083,0.37529296,6.2822475,0.28849047,1.074742,4.609971,24.138144,0.35603747,599.4318,0.36430505,1381.4718,0.13620874,-172.9278,-0.38125822,1587.9486,0.18461682,1191.0054,0.31858844,-171.81168,-0.3835061,2731.6504,0.11122382,1072.0385,0.4488119,-174.18578,-0.34646356,-9.521754,-0.59144866,26.951885,0.2398655,0.034814883,0.5282721,-0.0063001476,-1.3493258,0.1846392,0.43447426,38.848972,0.21307805,-8.990067,-1.2950891,0.22393997,43.048923,-16.098377,-0.70969164,-10.965648,19.571915,-0.0023428902,-0.00094381097,0.025375227,1.2820513,0.9771987,0.14999999,0.008164966,0.84666663,0.95073074,-37.175972,2
38.51381,0.092953995,35.39789,38.0521,41.956284,6.5583954,35.268684,21.738628,91.886246,81.58927,0.58959347,0.84737927,0.12610619,0.49757573,0.968462,0.8423558,8.234483,4.296419,7.7007875,4.9739585,0.29781064,1.0818009,26.06935,0.33862787,-3.7180252,-2.8033218,9.971284,1.0895667,-20.404028,-0.82554656,0.028107848,1.5236136,1.4096478,0.5300526,6.799222,0.44160092,10.055679,1.0928493,24.37698,0.39046696,741.2091,0.29541257,1458.9694,0.17427586,-131.50694,-0.66262674,1736.3085,0.12949331,1157.7942,0.24105078,-123.435394,-0.6900595,2850.2395,0.08236227,906.9666,0.27005476,-125.349686,-0.6617755,-11.773385,-0.5940555,22.960367,0.3263338,0.05160391,0.4032828,-0.0156209385,-1.0405918,0.4963222,0.69239503,29.807182,0.27192676,-6.3104568,-2.2262068,8.143817,1.6884882,-27.423466,-0.68778497,-10.387056,20.559948,0.019415447,-0.0052541476,0.1582067,2.4937658,3.2828283,0.11923076,0.061201,0.17666666,0.26113003,-23.205431,2
34.00067,0.09716735,31.833355,32.970764,38.49533,6.661976,145.64165,174.8358,9.512899,13.59263,0.6705385,1.2352233,0.1009154,0.38253784,0.86834013,0.7674247,5.6106615,3.700322,9.360553,9.038668,0.28798434,1.4430004,26.037365,0.40645337,-10.36725,-1.6416489,8.119072,1.4057004,-18.040817,-0.79168576,0.018859753,1.0073236,1.2249744,0.4617272,5.040564,0.6238107,0.2715226,26.237776,15.751942,0.793906,670.532,0.31606102,1378.5186,0.1556678,-127.44974,-0.7330992,1680.0266,0.15540893,1178.7258,0.24916922,-125.17291,-0.7291063,2715.4392,0.10485266,1021.9933,0.30781287,-128.07494,-0.6834844,-6.4540696,-1.7229025,19.72422,0.4965937,0.040000204,0.5507814,-0.015327816,-1.5684905,0.5778578,0.91031903,28.599182,0.39681178,-17.01927,-1.2375829,2.8722186,4.8091383,-19.231997,-0.7745721,-9.851046,17.508913,0.008904236,-0.008649526,0.10619821,1.0948905,1.4869888,0.2575,0.07790218,0.31399998,0.47885695,-21.447763,0
32.388264,0.21912716,25.87982,32.555622,37.61104,11.731218,191.73326,240.86534,45.55458,36.40371,0.62322915,0.957367,0.23241776,0.45720994,0.8519767,0.61955893,8.267122,7.090961,6.813428,3.926058,0.29219383,1.3230841,24.490292,0.59637,-2.8651152,-4.7866426,18.018831,0.96858054,-8.825433,-1.4107138,0.026424933,1.1816213,1.2529262,0.7097976,5.8528967,0.5393219,4.7618732,1.6491286,23.14828,0.584688,749.9091,0.3468184,1285.224,0.24425925,-121.01168,-0.7401254,1761.7156,0.14404717,1025.6514,0.24230906,-120.50143,-0.7015828,2800.1301,0.10682789,928.20654,0.2668315,-122.778656,-0.668674,-11.275763,-0.77320874,21.000544,0.47605246,0.032235164,0.73945415,-0.014341807,-1.2254381,0.44526294,0.93375343,31.03989,0.41174945,-5.0854177,-2.7219255,15.088266,1.2988555,-9.657294,-1.4817282,-7.548205,15.678335,0.006654261,-0.0003203329,0.17314449,2.3545706,3.3519554,0.12291667,0.1117467,0.16086955,0.22970515,-22.032589,0
38.899277,0.098264806,36.58688,39.207443,41.70785,5.1209717,34.642693,23.27921,47.816616,29.988228,0.55630445,0.79543775,0.13296506,0.43661553,0.96674603,0.833781,8.742333,4.992662,7.115504,3.8106961,0.21543324,0.96223503,27.07787,0.28433365,-12.931249,-1.1071278,13.936649,1.0469166,-12.4760685,-0.91287947,0.016626941,0.9982489,1.0251329,0.6347778,8.026851,0.46116263,9.1349745,1.0630784,16.172033,0.5015595,731.35223,0.3456238,1426.801,0.24352401,-126.065475,-0.7106262,1683.7223,0.1285344,1100.7224,0.2857608,-109.345955,-0.8322256,2707.9238,0.09323925,977.728,0.2411534,-112.29597,-0.7839005,-7.090298,-0.8197706,18.049822,0.3734655,0.04036943,0.55300653,-0.009007854,-1.1269732,0.3522013,0.56278354,27.130611,0.32416832,-18.583519,-0.8379173,14.626216,1.2444884,-17.07103,-0.7277588,-9.94501,20.719034,0.00013815404,0.00056118367,0.08465,2.964427,1.7964072,0.2622222,0.19543555,0.34714285,0.3941252,-26.394583,2
39.25894,0.09035737,36.681713,39.50243,42.587345,5.905632,69.549385,68.473274,45.58864,52.93117,1.395347,0.8713997,0.31794572,1.1250671,2.2589018,1.9409561,21.419638,13.158465,16.86022,8.889541,0.9780895,1.1536467,22.951239,0.4097343,-17.448126,-0.7999281,5.6599436,2.71905,-15.241465,-0.73291373,0.023450945,1.0095074,1.2256227,0.6141012,6.798626,0.48504463,8.959474,1.0876145,20.103228,0.4605489,791.4018,0.31737494,1248.6189,0.2137924,-109.33545,-0.85598946,1780.3662,0.14777821,1036.9271,0.26359272,-96.85179,-0.92356014,2809.6199,0.10241728,936.1062,0.30254233,-100.620995,-0.85696185,-6.8789763,-0.8302373,19.100765,0.37939325,0.044183332,0.56614137,-0.012296121,-0.9966577,1.3168918,0.90883154,25.923754,0.32208058,-19.026228,-0.73523295,3.291598,5.532338,-18.283195,-0.6791356,-3.079391,12.93568,0.01661524,-0.0008897021,0.58596444,3.1613977,3.0201342,0.17222221,0.12786953,0.1388889,0.22754459,-13.884387,0
33.304905,0.05378702,31.426453,33.24228,34.66653,3.240078,24.583796,3.4700587,14.630331,6.2233586,0.1274876,0.4727127,0.09735866,0.10601181,0.12618923,0.028830573,1.5406324,1.2564697,1.7832456,1.3621209,0.033667535,0.67124933,28.699408,0.18252355,0.85421944,5.473607,12.709814,0.4500197,-9.649729,-0.5443162,0.01893112,1.1310294,1.2077011,0.6841101,8.060752,0.27854094,5.123405,2.0048966,24.40936,0.28054997,626.04614,0.295808,1417.4523,0.15813497,-182.06787,-0.30768943,1692.0684,0.091352746,1088.1299,0.30941808,-182.1522,-0.29570737,2780.549,0.08195621,1259.2836,0.43668613,-183.18211,-0.2775079,-15.922334,-0.29124004,25.712505,0.25003844,0.012877958,1.2018403,-0.013950373,-0.8148124,0.08212456,0.46771854,36.151894,0.16968347,-0.74529874,-10.330028,19.011469,0.5565362,-5.236209,-1.6137463,-13.79235,23.54274,-0.002454438,-0.0030711247,0.028002497,1.1802576,0.43149948,0.235,0.16800296,1.648,1.5394336,-43.163395,3
32.017952,0.019574083,31.492613,31.816795,32.637943,1.1453304,9.5609865,4.47774,12.014935,3.7331672,0.11484762,0.3711427,0.09373077,0.09910694,0.10879439,0.015063621,0.51131475,0.5487711,0.62850356,0.42323998,0.030744331,0.47602886,28.523357,0.14521006,2.1957388,1.3308755,13.451425,0.29051772,-9.260179,-0.48833355,0.011563528,0.7565791,1.2268701,0.6535015,8.511726,0.14201747,0.11768714,25.965103,23.378664,0.12762642,799.0843,0.06521871,1186.8334,0.14293289,-174.92032,-0.3660604,1868.4927,0.03512302,787.19196,0.21483201,-176.92783,-0.33415094,2982.523,0.023489837,706.25073,0.13619043,-178.35257,-0.31157866,-20.155691,-0.1559615,28.550224,0.19850437,-0.006342672,-2.4884925,-0.021753738,-0.3350487,0.05683133,0.32580706,37.363636,0.04777901,4.321436,1.1032603,16.658882,0.42007473,-4.6427474,-1.4881176,-14.598173,25.28574,-0.009347433,-0.002511494,0.02683291,0.6849315,0.34843206,0.39,0.0,1.225,0.114999995,-44.732513,3
